Channel,Province,Gender,Race,Age_Group,Day_Name,Day_Type,Time_Period,Total_Views,Unique_Viewers,Total_Minutes,Total_Hours,Avg_Minutes_Per_View,Max_Session_Minutes,Min_Session_Minutes,High_Engagement_Views,Medium_Engagement_Views,Low_Engagement_Views
ICC Cricket World Cup 2011,KwaZulu-Natal,Male,Indian_asian,25-34,Sunday,Weekend,Afternoon,2,2,2552,42.53,1276,2300,252,2,0,0
Supersport Live Events,Gauteng,Male,White,25-34,Friday,Weekday,Prime Time,4,4,2328,38.8,582,1870,82,3,1,0
Channel O,Mpumalanga,Male,Black,18-24,Saturday,Weekend,Prime Time,2,2,267,4.45,133.5,222,45,1,1,0
SuperSport Blitz,Western Cape,Male,Black,35-44,Friday,Weekday,Afternoon,1,1,3118,51.97,3118,3118,3118,1,0,0
Boomerang,Gauteng,Male,Black,45-54,Friday,Weekday,Morning,1,1,36,0.6,36,36,36,0,1,0
Supersport Live Events,Western Cape,Male,Coloured,45-54,Thursday,Weekday,Prime Time,4,4,1428,23.8,357,608,62,3,1,0
Boomerang,North West,Male,White,25-34,Wednesday,Weekday,Night,1,1,360,6,360,360,360,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,45-54,Monday,Weekday,Morning,1,1,22,0.37,22,22,22,0,0,1
Trace TV,Gauteng,Male,White,18-24,Sunday,Weekend,Afternoon,2,2,1365,22.75,682.5,1125,240,2,0,0
Trace TV,Gauteng,Female,Unknown,25-34,Thursday,Weekday,Morning,1,1,81,1.35,81,81,81,0,1,0
Vuzu,Gauteng,Male,Black,18-24,Thursday,Weekday,Afternoon,1,1,28,0.47,28,28,28,0,0,1
